
Match Number: 0 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,	pincherState,	armState,
int,	string,	boolean,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	string,	string,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,	PCM Solenoid Volt,	Pincher State,	Arm State,
4900,Tele Enable,FALSE,0.000,0.000,-2.950,0.404,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.750,11.000,10.594,Open,Down,
4950,Tele Enable,FALSE,0.000,0.000,-2.970,-0.664,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.656,10.950,10.594,Open,Down,
5000,Tele Enable,FALSE,0.000,0.000,-2.970,-0.679,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.812,10.950,10.562,Open,Down,
5050,Tele Enable,FALSE,0.000,0.000,-2.950,0.840,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.625,11.050,10.656,Open,Down,
5100,Tele Enable,FALSE,0.000,0.000,-2.930,0.521,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.812,10.900,10.500,Open,Down,
5150,Tele Enable,FALSE,0.000,0.000,-2.920,-0.521,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.562,11.050,10.719,Open,Down,
5200,Tele Enable,FALSE,0.000,0.000,-2.930,-1.949,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.719,10.900,10.500,Open,Down,
5250,Tele Enable,FALSE,0.000,0.000,-2.960,-2.074,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,11.050,10.656,Open,Down,
5300,Tele Enable,FALSE,0.000,0.000,-2.950,-1.348,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.656,11.050,10.719,Open,Down,
5350,Tele Enable,FALSE,0.000,0.000,-2.920,0.052,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,10.900,10.500,Open,Down,
5400,Tele Enable,FALSE,0.000,0.000,-2.920,1.786,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.050,10.656,Open,Down,
5450,Tele Enable,FALSE,0.000,0.000,-2.940,0.942,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.719,10.950,10.562,Open,Down,
5500,Tele Enable,FALSE,0.000,0.000,-2.950,-0.204,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,11.000,10.594,Open,Down,
5550,Tele Enable,FALSE,0.000,0.000,-2.930,0.172,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.656,11.000,10.594,Open,Down,
5600,Tele Enable,FALSE,0.000,0.000,-2.910,0.668,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.844,10.950,10.562,Open,Down,
5650,Tele Enable,FALSE,0.000,0.000,-2.920,1.398,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.050,10.656,Open,Down,
5700,Tele Enable,FALSE,0.000,0.000,-2.940,0.757,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,10.900,10.500,Open,Down,
5750,Tele Enable,FALSE,0.000,0.000,-2.950,-0.526,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.050,10.719,Open,Down,
